id,RecipeIngredient,by_sort,by_situation
7025700,"[196, 4, 92, 59, 27]",샐러드,다이어트
6997201,"[32, 15, 1, 7, 12, 6, 5, 19, 31, 16]",밑반찬,일상
6978175,"[202, 129, 11, 5, 3, 39, 4, 247]",메인반찬,손님접대
7000140,"[100, 8, 22, 37, 15, 1, 3, 10, 86, 5, 19, 31]",밑반찬,일상
4469524,"[101, 203, 26, 73, 217, 1, 27, 471, 38, 2]",면/만두,일상
6995157,"[8, 14, 6, 17, 7, 2, 329, 119, 27, 2, 11, 54]",밑반찬,일상
6831302,"[4, 2, 10, 20, 1, 3, 41, 12]",김치/젓갈/장류,일상
6954562,"[65, 152, 23, 1, 2, 11, 31, 57, 7, 34]",메인반찬,일상
6911813,"[13, 2, 3, 18]",밑반찬,일상
6947778,"[51, 203, 39, 8, 7, 15, 93, 7, 12]",밑반찬,술안주
6871389,"[56, 1, 15, 10, 5, 54, 3, 18, 11, 21]",메인반찬,손님접대
4377201,"[60, 88, 21, 3, 8, 26, 77, 194]",빵,간식
6928377,"[62, 2, 1, 12, 7]",밑반찬,일상
6881763,"[1, 5, 48, 20, 12]",밑반찬,초스피드
6938329,"[131, 14, 2, 35, 1, 44, 7, 34]",밑반찬,일상
3506137,"[100, 2, 38, 26, 9, 1, 29, 131, 25, 4, 91, 9, 1, 6, 48, 3, 52, 5, 11, 146]",디저트,술안주
6853020,"[36, 29, 46, 18, 6, 3]",밑반찬,일상
6867236,"[41, 68, 70, 66, 6, 5, 18, 114]",밑반찬,일상
6913108,"[120, 29, 87, 36, 3, 18, 37, 83, 38]",샐러드,초스피드
6951492,"[68, 22, 41, 4, 8, 5, 3, 17, 1]",밥/죽/떡,일상
6840307,"[254, 30, 4, 185, 29, 5, 44, 10, 59, 1, 23, 13, 12]",메인반찬,일상
6902207,"[200, 4, 8, 3, 5, 17, 3, 1]",밥/죽/떡,일상
6909424,"[101, 373, 1, 188, 27, 2, 11, 108]",면/만두,손님접대
6932344,"[323, 2, 23, 14, 18, 35, 16, 1, 7, 12]",메인반찬,일상
6873216,"[311, 13, 25, 5, 17, 6, 16, 48, 7, 1, 40, 12]",밑반찬,일상
6841604,"[268, 16, 35, 1, 5, 19, 7, 33, 34]",밑반찬,다이어트
6855151,"[698, 8, 36, 30, 16, 10, 5, 18, 3, 1, 33, 12]",면/만두,다이어트
6838592,"[305, 32, 8, 9, 20, 5, 1, 7, 2, 38]",국/탕,해장
6921206,"[28, 5, 19, 12, 114, 4, 15]",메인반찬,일상
6976844,"[28, 4, 32, 6, 1, 33, 20, 64, 9, 11]",국/탕,일상
6947625,"[65, 78, 14, 102, 53, 57, 5, 43, 1, 7, 18, 168, 3]",메인반찬,술안주
6904054,"[357, 30, 2, 3, 18, 1, 7, 12]",밑반찬,일상
6804174,"[101, 56, 94, 29, 142, 1, 201, 217, 27, 2, 11, 31, 25, 108, 67]",면/만두,일상
6974962,"[187, 25, 20, 3, 5, 43, 10, 12, 7]",김치/젓갈/장류,일상
6875241,"[95, 4, 29, 2, 33, 5, 31, 17, 19, 1, 10]",밑반찬,일상
6853546,"[141, 44, 26, 63]",스프,간식
6972261,"[176, 4, 65, 15, 11, 8, 573, 121, 122]",기타,간식
6952409,"[65, 139, 403, 14, 401, 298, 196, 194, 213, 5, 27, 7, 3, 59, 34]",샐러드,다이어트
6857127,"[24, 69, 3, 33, 42, 4, 90, 8, 9]",찌개,일상
6887621,"[157, 4, 28, 71, 9, 13, 1, 5, 7, 15, 20, 113]",찌개,일상
6879924,"[149, 4, 16, 10, 5, 1, 19, 7, 52, 34]",메인반찬,일상
6995020,"[88, 335, 164, 670, 8, 140, 194, 320, 2, 77]",디저트,간식
6990488,"[36, 4, 3, 10, 18, 5, 1, 23, 12]",메인반찬,일상
6970384,"[123, 17, 51, 9, 25, 13, 1, 64, 10, 11, 33, 6]",메인반찬,일상
6922906,"[74, 46, 38, 31]",밑반찬,일상
6952066,"[47, 4, 14, 31, 11, 1, 12]",밑반찬,일상
7006221,"[571, 131, 48, 1, 12, 5, 15]",밑반찬,일상
6945494,"[51, 130, 8]",밑반찬,도시락
6890211,"[58, 13, 16, 50, 48, 1, 3, 12]",밑반찬,초스피드
6979493,"[82, 9, 7, 20, 1, 3, 11, 161, 12]",밑반찬,일상
6836929,"[84, 4, 8, 185, 2, 15]",메인반찬,초스피드
7006478,"[101, 6, 2, 27, 1, 188, 130, 92, 352, 11, 2]",양식,일상
6970681,"[46, 36, 129, 13, 25, 41, 387, 3, 43, 2, 1, 40, 64, 10, 6, 80, 6]",김치/젓갈/장류,일상
7016531,"[61, 9, 4, 14, 15, 1, 3, 5, 20, 31, 19, 7, 12]",밑반찬,일상
6954064,"[8, 6, 2, 177, 7, 12]",밑반찬,초스피드
6973420,"[113, 68, 314, 14, 4, 94, 5, 1, 3, 11, 5, 3, 2, 2, 6, 5, 3, 15, 17, 1, 7, 12]",면/만두,명절
6975746,"[82, 15, 118, 37, 133, 22, 145]",밥/죽/떡,일상
6958639,"[28, 156, 2, 3, 155, 27, 6, 137, 108]",빵,간식
6895543,"[266, 4, 169, 141, 1, 23, 31, 19, 52, 12, 70, 25]",메인반찬,
6961237,"[28, 4, 14, 2, 161]",밑반찬,일상
6982250,"[461, 227, 12, 33, 1]",밑반찬,일상
6908657,"[39, 6, 51, 14, 2, 3]",메인반찬,간식
7004373,"[208, 23, 113, 76, 4, 17, 3, 19, 5, 6, 7, 11, 327, 1, 12]",메인반찬,일상
7014424,"[55, 220, 18, 303, 14, 45, 47, 9, 161, 5, 211, 40, 7]",밥/죽/떡,
6837051,[88],디저트,일상
6945966,"[61, 64, 1, 6, 13, 9, 11]",국/탕,일상
6995255,"[347, 160, 32, 9, 20, 106, 1]",국/탕,일상
6897256,"[41, 117, 20, 34, 7, 3, 2, 58, 117, 1, 6, 17, 10, 16, 184, 27, 34, 7]",밑반찬,일상
7004667,"[319, 28, 7, 9, 1, 24, 2, 17]",국/탕,일상
7019603,"[49, 14, 4, 20, 66, 6, 15]",기타,일상
6880978,"[118, 4, 9, 13, 35, 16, 10, 1, 6, 3, 7, 12]",김치/젓갈/장류,초스피드
6854216,"[32, 229, 2, 3, 12, 6, 144]",면/만두,초스피드
6868525,"[42, 85, 13, 25, 66, 6, 3, 10]",밑반찬,일상
6724657,"[268, 7, 1, 2, 12]",밑반찬,초스피드
1615572,"[30, 10, 2, 20, 1, 3, 18, 34, 7]",밑반찬,일상
6835645,"[68, 4, 9, 1, 13, 10, 19, 5, 86, 4, 1, 7, 11, 5, 1, 86, 38]",메인반찬,손님접대
6959267,"[55, 5, 104]",기타,기타
6963724,"[30, 221, 4, 5, 50, 3, 1, 16, 10, 34, 6]",메인반찬,일상
6949621,"[40, 44]",차/음료/술,일상
6974426,"[319, 30, 9, 13, 45, 6, 24, 20, 10, 2, 11, 7, 10, 97, 24, 1, 7, 11]",국/탕,일상
6947180,"[101, 165, 4, 1, 188, 232, 2, 11]",면/만두,일상
6909361,"[665, 2, 39, 26, 15, 1, 163, 89, 89, 6]",기타,일상
6952646,"[30, 66, 6, 15]",밑반찬,일상
5897014,"[319, 169, 8, 9, 1, 13, 24, 2, 11]",국/탕,일상
6707763,"[22, 65, 90, 23, 1, 5, 322, 39]",밥/죽/떡,이유식
6835193,"[309, 4, 129, 1, 14, 28, 113, 172, 5, 3, 48, 17, 11]",메인반찬,명절
6954322,"[277, 5, 20, 3, 19, 23, 1, 6, 7, 12]",밑반찬,일상
6841127,"[62, 200, 71, 4, 13, 9, 5, 10, 16, 1, 91, 17, 19, 11, 7, 185]",메인반찬,일상
6991382,"[120, 51, 14, 4, 71, 1, 258, 93, 55, 38, 15]",밥/죽/떡,일상
3452119,"[629, 23, 5, 1, 7, 10, 17, 20, 19, 12]",밑반찬,일상
6987655,"[56, 5, 17, 3, 15, 12]",밑반찬,일상
6931426,"[102, 2, 1, 20, 38, 7]",밑반찬,일상
7012771,"[294, 55, 68, 42, 4, 23, 99, 32]",찌개,일상
6834481,"[127, 4, 127, 103]",면/만두,야식
6859817,"[118, 4, 29, 13, 72, 16, 54, 5, 17, 12]",밥/죽/떡,일상
6877657,"[2, 17, 38, 191, 32, 42, 4, 14, 39, 8]",메인반찬,일상
6918837,"[178, 2, 30, 9, 49, 10, 2, 1, 64, 20, 3, 50, 572]",김치/젓갈/장류,초스피드
6896521,"[70, 13, 4, 9, 58, 1, 24, 20, 19, 3, 106]",밑반찬,일상
6894367,"[111, 22, 9, 8, 16, 5, 17, 1, 3, 7]",밥/죽/떡,일상
6875671,"[696, 8, 26, 37, 13, 23, 22, 5, 48, 3, 6]",밥/죽/떡,일상
6987302,"[493, 30, 13, 9, 17, 7, 24, 2, 287]",국/탕,일상
6876631,"[425, 82, 1, 23, 13, 35, 3, 10, 33, 55, 86, 5]",찌개,일상
6890922,"[49, 25, 13, 99, 47, 4, 41, 1, 11, 24, 6, 165, 2, 6, 49, 6, 2, 39]",면/만두,일상
6940397,"[131, 23, 57, 39, 5, 43, 10, 1, 7, 12]",밑반찬,일상
7021597,"[140, 342, 35, 16, 1, 19, 43, 34, 7]",김치/젓갈/장류,일상
6976159,"[266, 131, 1, 7, 12, 5, 86, 6, 31, 3, 19]",밑반찬,일상
6996333,"[169, 4, 9, 174, 47, 71, 6, 1, 5, 3, 7, 11]",밥/죽/떡,일상
6966865,"[36, 4, 25, 3, 2, 18, 1, 50, 10, 104, 7]",밑반찬,일상
6973347,"[63, 8, 9, 2, 17, 3, 21, 108, 67]",빵,간식
6868255,"[68, 4, 28, 29, 6, 239, 36, 8, 356, 3, 179, 6]",면/만두,일상
7012614,"[88, 21, 44, 79, 67]",기타,일상
6941416,"[144, 51, 14, 8, 9, 145, 106, 5, 7, 1, 10, 43, 34]",면/만두,야식
6937874,"[124, 33, 93, 3, 184, 12]",밥/죽/떡,간식
6873575,"[278, 328, 16, 10, 19, 289, 43, 18, 7]",면/만두,초스피드
6839099,"[61, 4, 1, 23, 10, 48, 5, 43]",밑반찬,일상
6854239,"[36, 4, 53, 61, 238, 16, 10, 18, 3, 1]",메인반찬,일상
6885419,"[36, 4, 9, 2, 3, 18, 20, 1, 10, 7, 34]",밑반찬,일상
6909177,"[8, 224, 2, 1, 6]",밑반찬,초스피드
7014807,"[127, 79, 9, 15]",메인반찬,술안주
6989226,"[155, 156, 2, 3, 26, 6, 8, 21, 4, 120, 122, 54, 37]",빵,간식
6967531,"[95, 12, 9, 1, 3, 10, 7, 5]",밑반찬,일상
6950621,"[61, 9, 4, 1, 5, 31, 19]",밑반찬,일상
6837831,"[123, 230, 102, 9, 4, 25, 6, 1, 151, 10, 24, 2, 11]",국/탕,일상
6920043,"[251, 2]",디저트,간식
6924908,"[295, 622, 59, 3]",디저트,간식
6694942,"[28, 98, 79, 37, 54, 57, 15]",빵,간식
6991353,"[8, 63, 92, 26, 9, 21, 108, 189, 11, 2]",양식,일상
6846139,"[180, 10, 1, 43, 3, 7, 12]",밑반찬,일상
6831454,"[95, 65, 13, 5, 1, 38, 9, 15, 31, 10, 226, 3, 7]",밑반찬,일상
7015617,"[212, 6, 5, 45, 1, 9, 3, 17, 19, 4, 114, 59]",메인반찬,일상
6936956,"[28, 8, 4, 1, 74, 13, 6, 2, 11, 27]",양식,간식
6868800,"[61, 4, 9, 1, 12, 7, 10, 5, 17, 19, 6, 38]",밑반찬,일상
6968014,"[127, 9, 30, 4, 13, 1, 6]",면/만두,야식
6841000,"[65, 169, 9, 2, 1, 11]",국/탕,명절
6966369,"[197, 190, 3, 2, 585]",양념/소스/잼,간식
6924603,"[32, 15, 57, 16, 54, 5, 225, 1, 2]",밑반찬,일상
6878492,"[65, 131, 201, 1, 2, 1, 5, 48]",,
7013555,"[62, 22, 6, 9, 145, 2, 8, 287, 20, 2, 82, 7, 3, 12]",국/탕,해장
6971876,"[8, 6, 135, 14, 51, 114]",밑반찬,초스피드
6858834,"[68, 2, 11, 39, 8, 116]",메인반찬,일상
6994041,"[62, 61, 4, 99, 13, 1, 30, 142, 45, 10, 16, 293, 6, 2]",국/탕,일상
6972060,"[321, 41, 66, 89, 8, 6, 5, 18, 6, 12]",메인반찬,술안주
6969554,"[313, 39, 15, 5, 86, 3, 1, 6, 11, 12]",메인반찬,간식
6908233,"[266, 139, 93, 19, 17, 6, 9, 91]",메인반찬,일상
6832614,"[144, 62, 45, 383, 16, 5, 7, 50, 1, 199, 2]",면/만두,초스피드
6877075,"[428, 146, 11, 6, 40, 146, 11, 6, 186]",차/음료/술,명절
6840734,"[132, 8, 53, 14, 2, 7, 12, 15]",밥/죽/떡,일상
6904576,"[124, 61, 9, 69, 8, 16, 10, 3, 4]",밥/죽/떡,간식
6845664,"[245, 16, 5, 48, 43, 7]",밑반찬,일상
6929983,"[30, 3, 10, 18, 44, 2]",김치/젓갈/장류,일상
6871289,"[68, 62, 9, 1, 10, 24, 20, 4, 7, 2, 11, 6]",찌개,일상
6838181,"[127, 4, 9, 10, 1]",면/만두,초스피드
6938380,"[118, 47, 14, 8, 41, 4, 2, 15]",메인반찬,일상
6857350,"[80, 6, 197, 146, 342, 5, 128, 7, 3, 2]",밥/죽/떡,
6907590,"[85, 4, 9, 14, 4, 16, 10, 3, 5]",밥/죽/떡,일상
6956719,"[340, 14, 20, 1, 43, 192, 18, 12]",밑반찬,일상
7000176,"[22, 5, 7, 12, 258, 117]",밥/죽/떡,일상
6882949,"[85, 5, 10, 9, 1, 3, 20, 7]",메인반찬,술안주
6987159,"[68, 70, 29, 29, 4, 586, 1, 151, 12, 5, 17, 1, 7, 38, 57, 80, 5, 31, 19, 17, 151, 38]",메인반찬,술안주
7021999,"[84, 133, 389, 71, 131, 8, 39, 17, 2, 38]",기타,명절
6974985,"[111, 22, 4, 8, 2, 5, 19, 17, 31, 11]",밥/죽/떡,일상
6830593,"[28, 57]",밑반찬,일상
6979761,"[49, 4, 5, 18, 3, 10, 12, 7]",밑반찬,일상
6847231,"[149, 131, 13, 23, 5, 1, 3, 6]",메인반찬,일상
6963838,"[185, 7, 2, 1, 34]",밑반찬,일상
6877292,"[111, 4, 8, 22, 15, 6, 5, 3]",밥/죽/떡,일상
6912369,"[22, 594, 148, 36, 204, 7, 59]",밥/죽/떡,초스피드
6981063,"[109, 36, 4, 92, 12, 138, 45, 20, 24, 18, 3, 50, 2]",국/탕,일상
4993295,"[51, 25, 64, 7, 1, 12, 2]",밑반찬,일상
6907041,"[36, 18, 3, 2]",김치/젓갈/장류,일상
6963402,"[95, 2, 8, 14, 66]",밑반찬,일상
6871725,"[47, 9, 4, 14, 1, 31, 7]",밑반찬,일상
6835029,"[378, 9, 4, 1, 36, 12, 16, 18, 3, 50, 44]",메인반찬,
6967972,"[114, 58, 1, 24, 5, 7, 12, 6]",밑반찬,일상
6967283,"[415, 8, 70, 25, 49, 11, 72]",면/만두,일상
6845114,"[58, 30, 45, 299, 6]",양념/소스/잼,일상
6833182,"[306, 30, 90, 102, 9, 72, 10, 24, 2, 11, 1]",국/탕,일상
7002165,"[183, 51, 4, 13, 9, 106, 64, 20, 1]",찌개,일상
6864584,"[58, 35, 16, 51, 4, 28, 78, 47, 32, 13, 1, 9, 2, 236]",찌개,일상
6844988,"[150, 5, 3, 32, 10, 1, 9, 13, 93, 6]",밑반찬,일상
6914313,"[36, 2, 3, 18, 97, 180, 10, 1, 7, 34, 12]",김치/젓갈/장류,일상
6965699,"[8, 106, 24, 4, 23, 11, 2, 1]",국/탕,일상
6970532,"[258, 56, 29, 29, 8, 15, 4, 53, 235]",기타,일상
6853584,"[65, 4, 71, 29, 29, 31, 10, 43, 17, 1]",양식,손님접대
7019873,"[207, 2, 17, 41, 15, 5, 3, 91]",메인반찬,일상
7023220,"[183, 634, 9, 1, 4, 8, 13, 10, 27, 33, 3, 5, 177, 11]",찌개,해장
6881219,"[236, 1, 2, 11, 72, 49, 129, 10, 5, 17, 20, 19, 3, 50, 18, 7, 34, 2]",메인반찬,술안주
6955565,"[36, 4, 23, 2, 10, 16, 5, 19, 18, 1, 20, 33, 2, 12]",밑반찬,초스피드
7009123,"[196, 8, 203, 145, 7, 12]",메인반찬,초스피드
6950058,"[245, 17, 41, 12, 12, 15, 5, 16, 1, 3, 48]",밑반찬,일상
6893865,"[63, 120, 29, 37, 11, 215, 122]",빵,일상
6918361,"[230, 9, 1, 24, 12, 325, 33]",밑반찬,일상
6900917,"[295, 3]",양념/소스/잼,간식
576938,"[68, 4, 107, 1, 29, 29, 5, 52, 91, 7, 38, 226, 151, 69, 5, 52, 7]",메인반찬,일상
6837317,"[357, 76, 18, 20, 3, 2]",밑반찬,일상
6987022,"[56, 139, 2, 11, 17, 15, 89, 89, 6, 8, 2, 11, 37, 59, 3]",메인반찬,일상
6944329,"[545, 390, 4, 23, 13, 25, 33, 24, 20, 17, 6, 11, 12]",밑반찬,일상
6980658,"[92, 4, 1, 21, 6, 27, 175, 2, 38, 108, 67]",스프,일상
6871660,"[8, 14, 2, 86, 6]",밑반찬,일상
6903204,"[109, 1, 14, 12, 33, 43, 11]",밑반찬,일상
6879995,"[88, 4, 26, 21, 538, 108, 38]",스프,일상
6832904,"[239, 149, 1, 9, 13, 4, 51, 36, 15, 6, 57, 5, 52, 151, 226, 3, 10]",면/만두,일상
6949533,"[131, 14, 4, 8, 66, 6, 161]",밑반찬,일상
7005170,"[36, 4, 2, 542, 1, 463, 59, 3, 11]",샐러드,손님접대
6866603,"[78, 4, 41, 8, 39, 2, 13]",밑반찬,일상
7014686,"[203, 28, 84, 37, 2, 3, 11]",밑반찬,일상
6964095,"[120, 39, 57, 6, 2, 84, 114, 15]",밑반찬,일상
6858187,[645],기타,일상
7006675,"[250, 36, 4, 53, 119, 14, 9, 13, 144, 245, 204, 18, 10, 12, 7]",메인반찬,일상
6910916,"[334, 204, 10, 18, 50, 12, 7]",밑반찬,일상
1831274,"[276, 187, 5, 10, 1, 4, 33]",밑반찬,일상
7003045,"[36, 4, 14, 29, 11, 128, 2]",밑반찬,초스피드
6767032,"[157, 32, 14, 179, 4, 142, 29, 107, 2, 11, 5, 54, 19, 67]",메인반찬,일상
6970858,"[4, 14, 28, 13, 8, 66, 116]",기타,일상
1450340,"[245, 112, 5, 6, 3, 48, 17, 1, 34]",밑반찬,일상
1231792,"[8, 140, 60, 21, 3, 2]",과자,간식
6911830,"[157, 4, 9, 42]",찌개,일상
6939469,"[9, 4, 42, 8, 2, 11]",밑반찬,일상
7022539,"[46, 8, 157, 31, 20]",밑반찬,일상
7015290,"[734, 117, 584, 41, 136, 30, 13, 1, 12, 1, 3, 18, 16, 12]",밑반찬,일상
5198973,"[198, 9, 4, 14, 5, 4, 6, 38, 3, 7]",메인반찬,일상
6928898,"[61, 9, 11, 106, 25, 109, 1, 2]",국/탕,일상
6948165,"[63, 8, 81, 139, 401, 98, 74, 37, 83, 244]",빵,일상
6981623,"[8, 6, 64, 5, 147, 17, 7, 9]",밑반찬,일상
6983307,[233],,
6904253,"[68, 129, 5, 3, 17, 9, 1, 7, 11]",메인반찬,일상
6953058,"[51, 8, 2, 66, 15, 5, 18, 10]",밑반찬,손님접대
6953830,"[61, 14, 71, 50, 5, 12]",밑반찬,일상
6957750,"[94, 2, 2, 7, 1, 12]",밑반찬,초스피드
6886440,"[275, 126, 90, 78, 514, 47, 178, 152, 154, 5, 18, 3, 168]",국/탕,손님접대
6963616,"[63, 75, 98, 8, 81, 36, 401, 83, 322, 83, 37]",빵,간식
6839215,"[221, 42, 70, 25, 9, 1, 10, 18, 223, 52, 2, 72]",메인반찬,일상
7006886,"[200, 102, 152, 49, 9, 1, 5, 31, 17, 192, 38, 7, 12]",메인반찬,일상
4367367,"[109, 4, 25, 1, 7]",밑반찬,일상
7004203,"[51, 14, 9, 1, 64, 2, 33, 112, 12]",밑반찬,일상
6969780,"[61, 4, 9, 1, 5, 3, 6, 7, 15, 34]",밑반찬,일상
6911269,"[5, 1, 19, 7, 104, 38]",밑반찬,일상
7021216,"[365, 8, 20, 3, 57, 37, 215, 63, 137]",디저트,간식
7007209,"[88, 3, 15, 110]",디저트,간식
6974661,"[55, 80, 160, 106, 5, 43, 17, 106, 1, 23, 10]",밥/죽/떡,일상
6876486,"[313, 2, 38]",메인반찬,간식
7012436,"[82, 402, 214, 4, 9, 16, 35, 1, 10, 3, 48, 17, 5, 38]",메인반찬,손님접대
7006343,"[106, 61, 5, 10, 16, 3, 19]",밑반찬,일상
6875469,"[39, 6, 2]",밥/죽/떡,기타
4896325,"[74, 99, 14, 22, 31]",밥/죽/떡,도시락
7002430,"[58, 342, 362, 194, 146, 15, 3, 17, 19, 7, 12]",밑반찬,일상
6685016,"[222, 32, 4, 23, 69, 181, 426, 45, 35, 1]",국/탕,일상
6927430,"[13, 114, 177, 1, 15, 2, 10, 64, 20]",밑반찬,기타
6860627,"[123, 26, 89, 11, 15]",메인반찬,간식
7014714,"[28, 8, 4, 9, 1, 287, 6, 33, 20, 2]",국/탕,일상
6986983,"[113, 68, 14, 4, 71, 314, 49, 87, 29, 6, 5, 1, 3, 38, 7, 15, 19, 12, 1, 5, 7, 19, 38, 86, 1, 5, 7, 19, 38, 86]",메인반찬,손님접대
2380370,"[63, 75, 4, 3, 2, 59, 182]",빵,간식
6916185,"[117, 133, 8, 111, 22, 2, 7, 34]",밥/죽/떡,도시락
6829968,"[26, 59]",밑반찬,일상
6913723,"[42, 22, 3, 11, 7, 15, 75]",밥/죽/떡,초스피드
1709867,"[571, 30, 9, 12, 2, 20, 10, 48, 1, 172, 3, 2, 7]",밑반찬,일상
6944255,"[200, 62, 4, 71, 9, 13, 10, 16, 5, 3, 1, 17]",메인반찬,일상
1036138,"[81, 4, 46, 107, 27, 2, 38, 251, 27, 59, 44, 26]",샐러드,일상
6874870,"[150, 95, 9, 31, 19, 1, 161, 93, 19, 10, 1, 34]",밑반찬,일상
6915653,"[42, 42, 66, 6]",밑반찬,술안주
6854645,"[221, 40, 59, 80]",메인반찬,일상
6939214,"[589, 5, 3]",밑반찬,초스피드
6881997,"[36, 4, 23, 18, 16, 10, 1, 23, 3, 2]",밑반찬,초스피드
6841796,"[82, 13, 4, 22, 15, 302]",밥/죽/떡,일상
6909461,"[376, 16, 1, 3, 19, 12]",밑반찬,초스피드
6887970,"[30, 10, 1, 20, 3, 2, 18]",밑반찬,일상
7007626,"[63, 8, 15, 3]",빵,초스피드
6934461,"[68, 4, 13, 1, 16, 3, 5, 19, 11, 17, 12]",양념/소스/잼,일상
6633999,"[101, 2, 121, 1, 122, 75, 4, 142]",면/만두,일상
6898914,"[51, 32, 4, 9, 69, 16, 10, 35, 1, 24]",찌개,일상
6969681,"[22, 56, 4, 9, 99, 14, 8, 31, 17, 11, 2, 7, 12, 15]",밥/죽/떡,일상
6947895,"[136, 16, 35, 9, 13]",국/탕,일상
6964330,"[69, 58, 45, 30, 299, 47, 9]",기타,일상
6843920,"[65, 4, 14, 107, 115, 1, 27, 135, 547, 31, 54, 19, 18, 163]",양식,손님접대
6723164,"[364, 42, 4, 71, 120, 243, 148, 8, 2, 11, 5, 16, 216, 5, 43, 19, 1]",양식,손님접대
6918123,"[100, 102, 29, 14, 49, 35, 168, 18, 3, 1]",메인반찬,손님접대
6992367,"[65, 9, 102, 30, 136, 24, 7, 1, 20, 10, 91]",국/탕,일상
6895998,"[236, 99, 242, 28, 32, 13, 25, 131, 35, 10, 1, 55, 310]",찌개,일상
6892621,"[196, 238, 279, 7, 22, 8, 203, 34]",밥/죽/떡,일상
6869316,"[47, 4, 13, 27, 31, 1, 2, 11, 23, 12]",밑반찬,초스피드
6951652,"[82, 22, 8, 14, 36, 75, 84, 133, 2, 12, 7]",밥/죽/떡,일상
6964576,"[127, 124, 61, 11, 16, 24, 10, 3]",밥/죽/떡,야식
5606608,"[22, 84, 29, 120, 145, 8, 33, 2]",밥/죽/떡,일상
6962476,"[297, 121, 122, 53, 13, 9, 1, 16, 10]",퓨전,일상
6922366,"[201, 4, 99, 14, 2, 11, 103]",밑반찬,일상
6859624,"[56, 160, 165, 191, 30, 9, 1, 2]",국/탕,일상
6995969,"[30, 2, 20, 64, 244, 1, 80, 6, 10, 4, 23, 13]",김치/젓갈/장류,일상
4509175,"[32, 42, 30, 51, 78, 13, 4, 1, 294]",찌개,일상
6998609,"[144, 8, 7, 12, 10, 3, 16, 5, 18]",면/만두,일상
6907187,"[30, 9, 2, 1, 10, 12, 7]",밑반찬,일상
6861429,"[276, 22, 53, 119, 14, 16, 3, 1, 104, 18, 12, 7, 9]",밥/죽/떡,일상
6875116,"[173, 1, 1, 206, 25, 27]",면/만두,술안주
7006816,"[191, 55, 80, 17, 7, 20, 2, 6, 49, 34]",밥/죽/떡,
6935866,"[155, 39, 156, 2, 3, 21, 349, 8, 6, 301, 4, 37, 122, 54]",빵,간식
6982421,"[28, 6, 176, 29, 29, 111, 79, 15, 324, 3, 2]",퓨전,일상
6979472,"[95, 56, 9, 25, 13, 1, 12, 15, 57, 226, 31, 5, 18, 19, 38]",메인반찬,일상
6995307,"[30, 9, 96, 6, 2]",국/탕,초스피드
6939669,"[306, 28, 9, 16, 10, 24, 1, 7, 6]",메인반찬,일상
6910617,"[334, 66, 6, 2]",메인반찬,술안주
7024586,"[722, 2, 204]",메인반찬,일상
6912373,"[321, 165, 56, 9, 4, 136, 1, 152, 188, 214, 462, 11, 687]",면/만두,술안주
7002505,"[28, 111, 14]",밑반찬,일상
6912898,"[279, 127, 6, 13, 36, 204, 7]",면/만두,초스피드
6857210,"[111, 301, 42, 68, 32, 4, 9, 214, 6, 16, 10, 5, 86, 1, 11, 524, 127, 147]",찌개,일상
6894995,"[63, 8, 74, 98, 79, 67]",빵,초스피드
6987329,"[6, 28, 8, 7, 23, 58, 45, 1, 20, 24, 17, 11]",국/탕,일상
6986831,"[187, 51, 32, 154, 1, 20, 35, 38]",국/탕,일상
6830932,"[203, 99, 4, 10]",찌개,일상
6848178,"[42, 198, 55, 16, 35, 10, 4, 3, 9, 2]",찌개,일상
7008979,"[4, 398, 114, 5, 19, 6, 8]",밥/죽/떡,일상
6899760,"[22, 74, 4, 117, 42, 34, 7, 15]",밥/죽/떡,일상
6861051,"[176, 28, 120, 4, 118, 79, 37, 11, 137]",빵,간식
6982869,"[4, 31, 15, 12]",밑반찬,일상
6956209,"[53, 5, 6, 1, 3]",밑반찬,일상
6969022,"[661, 68, 4, 14, 113, 643, 5, 7, 1, 11, 104]",메인반찬,일상
6997968,"[8, 118, 37, 117, 22, 2, 11, 7]",밥/죽/떡,일상
6997858,"[88, 6]",기타,일상
6857470,"[47, 5, 7, 202, 150, 32, 39, 8, 5, 2, 3, 23, 1, 12, 11, 7]",밑반찬,일상
6967480,"[62, 4, 13, 25, 10, 1, 24, 20, 7, 12, 162, 18, 2]",밑반찬,일상
6974560,"[56, 9, 39, 6, 8, 5, 1, 43, 10, 12]",밑반찬,일상
6856151,"[127, 27, 4, 63, 6]",면/만두,일상
6846644,"[103, 98, 8, 72, 2, 5, 12, 33, 75, 61, 14, 49]",밥/죽/떡,도시락
6926464,"[28, 8, 120, 83, 252, 37, 44]",양식,간식
6894504,"[165, 66, 49, 14, 25, 13, 8, 6, 15, 20, 16]",메인반찬,일상
4407483,"[283, 9, 4, 62, 126, 13, 53, 10, 5, 3, 48, 4, 17, 34, 7, 11]",메인반찬,일상
6934895,"[39, 26, 21, 8, 2, 158]",양식,간식
6966442,"[81, 8, 130, 4, 79, 2, 11]",퓨전,다이어트
6915478,"[63, 128, 8, 26, 21, 2, 73, 244, 125, 137]",빵,간식
1460508,"[118, 87, 49, 4, 8, 66, 2]",밑반찬,일상
6982184,"[200, 23, 102, 4, 78, 11, 12, 10, 5, 19, 31, 17, 1]",메인반찬,일상
6939923,"[63, 8, 79, 137]",빵,일상
